	Chr	Position	Bg02es	Bj	Gm06990	Gm12801	Gm12812	Gm12813	Gm12878	Helas3	Hepg2	Huvec	Imr90	K562	Mcf7	Nhek	Sknsh
21_30446376	21	30446376	21.442627	19.654888	22.420324	24.17424	22.931967	25.22241	24.769852	11.391899	14.374179	12.991829	10.683444	29.202286	16.952822	32.680576	27.542936
21_30447058	21	30447058	21.442627	19.654888	22.420324	24.17424	22.931967	25.22241	24.769852	11.391899	14.374179	12.991829	10.683444	29.202286	16.952822	32.680576	27.542936
21_30447332	21	30447332	21.418438	19.640779	22.439974	24.190901	22.911787	25.241236	24.80011	11.395431	14.368518	12.985499	10.671387	29.199205	16.932669	32.629864	27.564154
21_30448131	21	30448131	21.418438	19.640779	22.439974	24.190901	22.911787	25.241236	24.80011	11.395431	14.368518	12.985499	10.671387	29.199205	16.932669	32.629864	27.564154
21_30448719	21	30448719	21.393724	19.626547	22.459709	24.20764	22.891951	25.260048	24.830473	11.399001	14.363137	12.979083	10.659431	29.196127	16.912285	32.579899	27.585373
21_30448956	21	30448956	21.393724	19.626547	22.459709	24.20764	22.891951	25.260048	24.830473	11.399001	14.363137	12.979083	10.659431	29.196127	16.912285	32.579899	27.585373
21_30449717	21	30449717	21.368498	19.612209	22.479536	24.224449	22.872471	25.278845	24.860941	11.402605	14.358033	12.972577	10.647578	29.193035	16.891684	32.53067	27.606592
21_30451540	21	30451540	21.316498	19.583254	22.519432	24.258242	22.834564	25.31638	24.922173	11.409895	14.34866	12.959295	10.624194	29.186825	16.849871	32.434406	27.64901
21_30453197	21	30453197	21.262461	19.553993	22.559666	24.292223	22.798103	25.353779	24.983801	11.417262	14.340397	12.945661	10.60126	29.180546	16.807339	32.341045	27.69137
21_30453446	21	30453446	21.262461	19.553993	22.559666	24.292223	22.798103	25.353779	24.983801	11.417262	14.340397	12.945661	10.60126	29.180546	16.807339	32.341045	27.69137
21_30453462	21	30453462	21.262461	19.553993	22.559666	24.292223	22.798103	25.353779	24.983801	11.417262	14.340397	12.945661	10.60126	29.180546	16.807339	32.341045	27.69137
21_30453682	21	30453682	21.262461	19.553993	22.559666	24.292223	22.798103	25.353779	24.983801	11.417262	14.340397	12.945661	10.60126	29.180546	16.807339	32.341045	27.69137
21_30453845	21	30453845	21.262461	19.553993	22.559666	24.292223	22.798103	25.353779	24.983801	11.417262	14.340397	12.945661	10.60126	29.180546	16.807339	32.341045	27.69137
21_30454398	21	30454398	21.23468	19.539276	22.579912	24.309259	22.780418	25.372421	25.014757	11.420963	14.33668	12.938707	10.589966	29.177372	16.785837	32.295444	27.712515
21_30454545	21	30454545	21.23468	19.539276	22.579912	24.309259	22.780418	25.372421	25.014757	11.420963	14.33668	12.938707	10.589966	29.177372	16.785837	32.295444	27.712515
21_30455015	21	30455015	21.23468	19.539276	22.579912	24.309259	22.780418	25.372421	25.014757	11.420963	14.33668	12.938707	10.589966	29.177372	16.785837	32.295444	27.712515
21_30455249	21	30455249	21.206404	19.524519	22.600239	24.326317	22.763102	25.39102	25.045807	11.424666	14.333239	12.931664	10.578792	29.174171	16.764193	32.250549	27.733631
21_30455672	21	30455672	21.206404	19.524519	22.600239	24.326317	22.763102	25.39102	25.045807	11.424666	14.333239	12.931664	10.578792	29.174171	16.764193	32.250549	27.733631
21_30456229	21	30456229	21.177633	19.509724	22.620649	24.34339	22.746157	25.409557	25.07695	11.42837	14.330071	12.924533	10.56774	29.170944	16.742418	32.206364	27.754717
21_30457424	21	30457424	21.148361	19.494907	22.641138	24.36047	22.72958	25.428038	25.108189	11.43207	14.327179	12.917313	10.55681	29.167686	16.720533	32.16288	27.775766
21_30458946	21	30458946	21.118597	19.480076	22.661715	24.377544	22.713383	25.446459	25.139509	11.435758	14.324557	12.910004	10.546007	29.164383	16.698547	32.120094	27.796774
21_30459410	21	30459410	21.088343	19.465248	22.682367	24.394608	22.697561	25.464809	25.170921	11.43943	14.322206	12.902599	10.535335	29.161045	16.676466	32.077999	27.817736
21_30459738	21	30459738	21.088343	19.465248	22.682367	24.394608	22.697561	25.464809	25.170921	11.43943	14.322206	12.902599	10.535335	29.161045	16.676466	32.077999	27.817736
21_30460051	21	30460051	21.088343	19.465248	22.682367	24.394608	22.697561	25.464809	25.170921	11.43943	14.322206	12.902599	10.535335	29.161045	16.676466	32.077999	27.817736
21_30460325	21	30460325	21.0576	19.450428	22.703106	24.411654	22.682117	25.483089	25.202417	11.443083	14.320124	12.895108	10.524793	29.157665	16.654306	32.036591	27.838646
21_30460584	21	30460584	21.0576	19.450428	22.703106	24.411654	22.682117	25.483089	25.202417	11.443083	14.320124	12.895108	10.524793	29.157665	16.654306	32.036591	27.838646
21_30461753	21	30461753	21.026373	19.435627	22.723921	24.428675	22.667053	25.501289	25.234003	11.446711	14.318308	12.887527	10.514382	29.15424	16.632084	31.995857	27.859503
21_30462643	21	30462643	20.994663	19.420862	22.744816	24.445662	22.652372	25.519405	25.265669	11.450309	14.316758	12.879855	10.504109	29.150763	16.609808	31.955799	27.880297
21_30463849	21	30463849	20.962475	19.406136	22.765791	24.462608	22.638071	25.537436	25.297422	11.45387	14.315472	12.872093	10.493975	29.147236	16.587492	31.916414	27.901033
21_30463938	21	30463938	20.962475	19.406136	22.765791	24.462608	22.638071	25.537436	25.297422	11.45387	14.315472	12.872093	10.493975	29.147236	16.587492	31.916414	27.901033
21_30464757	21	30464757	20.929808	19.391464	22.786848	24.4795	22.624153	25.55537	25.32925	11.457392	14.314445	12.864239	10.483981	29.143656	16.565144	31.877695	27.921696
21_30466050	21	30466050	20.896671	19.37685	22.80798	24.496336	22.61062	25.57321	25.36116	11.460868	14.313679	12.856295	10.474129	29.140015	16.542778	31.839634	27.942287
21_30466764	21	30466764	20.863064	19.362318	22.829189	24.513107	22.597475	25.590944	25.393148	11.464295	14.313169	12.848261	10.46442	29.136312	16.520407	31.802217	27.962801
21_30467313	21	30467313	20.828987	19.34787	22.850479	24.529804	22.584717	25.608574	25.425211	11.467669	14.312913	12.840135	10.454857	29.132545	16.498039	31.765453	27.983236
21_30467504	21	30467504	20.828987	19.34787	22.850479	24.529804	22.584717	25.608574	25.425211	11.467669	14.312913	12.840135	10.454857	29.132545	16.498039	31.765453	27.983236
21_30467506	21	30467506	20.828987	19.34787	22.850479	24.529804	22.584717	25.608574	25.425211	11.467669	14.312913	12.840135	10.454857	29.132545	16.498039	31.765453	27.983236
21_30468091	21	30468091	20.828987	19.34787	22.850479	24.529804	22.584717	25.608574	25.425211	11.467669	14.312913	12.840135	10.454857	29.132545	16.498039	31.765453	27.983236
21_30468191	21	30468191	20.794445	19.333517	22.871845	24.546421	22.572342	25.626093	25.457355	11.470982	14.312908	12.831923	10.445444	29.128714	16.475687	31.729338	28.003586
21_30468433	21	30468433	20.794445	19.333517	22.871845	24.546421	22.572342	25.626093	25.457355	11.470982	14.312908	12.831923	10.445444	29.128714	16.475687	31.729338	28.003586
21_30469686	21	30469686	20.759443	19.319277	22.89329	24.562946	22.560358	25.643497	25.489574	11.47423	14.313152	12.823619	10.436181	29.124813	16.453365	31.693853	28.023849
21_30470396	21	30470396	20.723988	19.305151	22.914808	24.579378	22.548754	25.66078	25.521862	11.477408	14.313643	12.815225	10.427073	29.120844	16.431086	31.658997	28.044014
21_30473461	21	30473461	20.614887	19.263603	22.979826	24.628016	22.516277	25.711864	25.61916	11.486492	14.316555	12.789505	10.40068	29.108477	16.364588	31.558147	28.103924
21_30473655	21	30473655	20.614887	19.263603	22.979826	24.628016	22.516277	25.711864	25.61916	11.486492	14.316555	12.789505	10.40068	29.108477	16.364588	31.558147	28.103924
21_30474341	21	30474341	20.577629	19.250065	23.001652	24.643988	22.50622	25.728624	25.651735	11.489352	14.317996	12.780755	10.3922	29.104197	16.342569	31.525753	28.123684
21_30475189	21	30475189	20.539928	19.236702	23.023552	24.659828	22.496553	25.745247	25.684376	11.49212	14.319667	12.771916	10.383883	29.099836	16.320644	31.493958	28.143333
21_30475332	21	30475332	20.539928	19.236702	23.023552	24.659828	22.496553	25.745247	25.684376	11.49212	14.319667	12.771916	10.383883	29.099836	16.320644	31.493958	28.143333
21_30476027	21	30476027	20.539928	19.236702	23.023552	24.659828	22.496553	25.745247	25.684376	11.49212	14.319667	12.771916	10.383883	29.099836	16.320644	31.493958	28.143333
21_30476719	21	30476719	20.501789	19.223522	23.04553	24.675524	22.487268	25.761721	25.717089	11.494794	14.321564	12.762994	10.37573	29.09539	16.298828	31.462755	28.162867
21_30478207	21	30478207	20.424223	19.197758	23.089705	24.706474	22.469852	25.79423	25.782707	11.499838	14.326017	12.744886	10.359924	29.086233	16.255543	31.402117	28.201578
21_30479085	21	30479085	20.424223	19.197758	23.089705	24.706474	22.469852	25.79423	25.782707	11.499838	14.326017	12.744886	10.359924	29.086233	16.255543	31.402117	28.201578
21_30479861	21	30479861	20.384804	19.185196	23.111904	24.721708	22.46171	25.810255	25.815617	11.502203	14.328568	12.735705	10.352276	29.081524	16.234098	31.372673	28.220755
21_30481406	21	30481406	20.304714	19.160769	23.156532	24.751665	22.446568	25.841835	25.881626	11.506593	14.33429	12.71709	10.337494	29.071823	16.191658	31.315489	28.25872
21_30481632	21	30481632	20.304714	19.160769	23.156532	24.751665	22.446568	25.841835	25.881626	11.506593	14.33429	12.71709	10.337494	29.071823	16.191658	31.315489	28.25872
21_30482982	21	30482982	20.264057	19.14892	23.178957	24.766376	22.439556	25.857384	25.914728	11.508614	14.337451	12.707656	10.330364	29.06683	16.170681	31.287743	28.277514
21_30485599	21	30485599	20.13969	19.114979	23.246685	24.809343	22.420746	25.903025	26.014404	11.513927	14.348087	12.67887	10.310039	29.051262	16.108847	31.207823	28.333071
21_30485739	21	30485739	20.13969	19.114979	23.246685	24.809343	22.420746	25.903025	26.014404	11.513927	14.348087	12.67887	10.310039	29.051262	16.108847	31.207823	28.333071
21_30485855	21	30485855	20.13969	19.114979	23.246685	24.809343	22.420746	25.903025	26.014404	11.513927	14.348087	12.67887	10.310039	29.051262	16.108847	31.207823	28.333071
21_30486750	21	30486750	20.097458	19.104229	23.269409	24.823257	22.415209	25.917894	26.047756	11.51544	14.351998	12.669117	10.303624	29.04587	16.088634	31.182276	28.351315
21_30488090	21	30488090	20.054848	19.093777	23.292212	24.836962	22.410028	25.932587	26.081167	11.516819	14.356084	12.659286	10.29739	29.040379	16.068636	31.157265	28.369417
21_30488255	21	30488255	20.011871	19.083635	23.315086	24.850443	22.405209	25.947107	26.114635	11.518063	14.360337	12.649375	10.291342	29.034781	16.048862	31.13279	28.387375
21_30489412	21	30489412	19.968529	19.073812	23.338036	24.863695	22.400738	25.961452	26.148163	11.519165	14.364751	12.63939	10.285477	29.029078	16.029325	31.108835	28.405193
21_30489591	21	30489591	19.968529	19.073812	23.338036	24.863695	22.400738	25.961452	26.148163	11.519165	14.364751	12.63939	10.285477	29.029078	16.029325	31.108835	28.405193
21_30489825	21	30489825	19.968529	19.073812	23.338036	24.863695	22.400738	25.961452	26.148163	11.519165	14.364751	12.63939	10.285477	29.029078	16.029325	31.108835	28.405193
21_30491529	21	30491529	19.880781	19.055159	23.384161	24.889498	22.392843	25.989594	26.215395	11.520944	14.374045	12.619205	10.274309	29.017345	15.990993	31.062492	28.440386
21_30493862	21	30493862	19.79167	19.037889	23.430588	24.914316	22.386312	26.017002	26.282864	11.522139	14.383916	12.598742	10.263896	29.005186	15.953715	31.018211	28.474987
21_30495775	21	30495775	19.70126	19.022078	23.477314	24.938116	22.381111	26.043673	26.350554	11.522735	14.394308	12.578012	10.254246	28.992584	15.917572	30.97595	28.508995
21_30496968	21	30496968	19.655588	19.014744	23.50079	24.949615	22.379002	26.05673	26.384485	11.522804	14.399683	12.567553	10.249713	28.986116	15.899949	30.955568	28.52577
21_30498398	21	30498398	19.563362	19.001245	23.547977	24.971802	22.375727	26.082279	26.452511	11.522478	14.41076	12.546453	10.241225	28.972849	15.86565	30.916281	28.558872
21_30498793	21	30498793	19.563362	19.001245	23.547977	24.971802	22.375727	26.082279	26.452511	11.522478	14.41076	12.546453	10.241225	28.972849	15.86565	30.916281	28.558872
21_30500001	21	30500001	19.516825	18.9951	23.571684	24.982473	22.374552	26.09477	26.486607	11.522082	14.416443	12.535819	10.237274	28.966047	15.848993	30.897366	28.575197
21_30500861	21	30500861	19.470016	18.989368	23.59547	24.992859	22.373686	26.107073	26.520756	11.52153	14.422215	12.525132	10.233521	28.959135	15.832674	30.878937	28.591368
21_30501159	21	30501159	19.470016	18.989368	23.59547	24.992859	22.373686	26.107073	26.520756	11.52153	14.422215	12.525132	10.233521	28.959135	15.832674	30.878937	28.591368
21_30506066	21	30506066	19.232283	18.96715	23.715565	25.040344	22.373674	26.165771	26.692335	11.516376	14.452151	12.470958	10.217719	28.92285	15.756513	30.793907	28.669979
21_30508031	21	30508031	19.135662	18.96138	23.76416	25.057188	22.37558	26.187943	26.761349	11.513195	14.464476	12.448988	10.21279	28.907516	15.72875	30.763166	28.700375
21_30508485	21	30508485	19.08707	18.959185	23.788578	25.065136	22.376923	26.198751	26.795935	11.511364	14.470683	12.437948	10.210625	28.899675	15.715485	30.748487	28.715355
21_30508902	21	30508902	19.08707	18.959185	23.788578	25.065136	22.376923	26.198751	26.795935	11.511364	14.470683	12.437948	10.210625	28.899675	15.715485	30.748487	28.715355
21_30509701	21	30509701	19.038301	18.957455	23.81308	25.072758	22.378508	26.209377	26.830578	11.509373	14.476907	12.426875	10.208657	28.891712	15.702641	30.734266	28.730188
21_30509863	21	30509863	19.038301	18.957455	23.81308	25.072758	22.378508	26.209377	26.830578	11.509373	14.476907	12.426875	10.208657	28.891712	15.702641	30.734266	28.730188
21_30510285	21	30510285	18.98937	18.956194	23.83766	25.080055	22.380335	26.219818	26.865278	11.507222	14.48314	12.41577	10.206888	28.883627	15.690225	30.720499	28.744881
21_30510598	21	30510598	18.98937	18.956194	23.83766	25.080055	22.380335	26.219818	26.865278	11.507222	14.48314	12.41577	10.206888	28.883627	15.690225	30.720499	28.744881
21_30512171	21	30512171	18.940285	18.955412	23.86232	25.087025	22.382397	26.230078	26.900032	11.50491	14.489377	12.404635	10.20532	28.875418	15.678247	30.707182	28.759424
21_30515090	21	30515090	18.792236	18.955944	23.93681	25.105932	22.389906	26.259787	27.004625	11.497025	14.508015	12.371088	10.201804	28.850054	15.645033	30.669931	28.802216
21_30515210	21	30515210	18.742662	18.957092	23.961807	25.111563	22.39283	26.269339	27.039602	11.494078	14.514177	12.359865	10.201028	28.841349	15.634893	30.658407	28.8162
21_30515340	21	30515340	18.742662	18.957092	23.961807	25.111563	22.39283	26.269339	27.039602	11.494078	14.514177	12.359865	10.201028	28.841349	15.634893	30.658407	28.8162
21_30516544	21	30516544	18.692991	18.958733	23.986885	25.116852	22.39595	26.278723	27.074638	11.490976	14.520302	12.348627	10.200446	28.83252	15.625233	30.647327	28.830048
21_30517277	21	30517277	18.64324	18.960859	24.012051	25.121801	22.399263	26.28793	27.109732	11.487719	14.526381	12.337376	10.200065	28.823565	15.61606	30.636684	28.84376
21_30517997	21	30517997	18.64324	18.960859	24.012051	25.121801	22.399263	26.28793	27.109732	11.487719	14.526381	12.337376	10.200065	28.823565	15.61606	30.636684	28.84376
21_30519413	21	30519413	18.543535	18.966602	24.062645	25.130669	22.406431	26.305847	27.180092	11.480735	14.538367	12.314842	10.199884	28.805269	15.599201	30.616726	28.870792
21_30519594	21	30519594	18.543535	18.966602	24.062645	25.130669	22.406431	26.305847	27.180092	11.480735	14.538367	12.314842	10.199884	28.805269	15.599201	30.616726	28.870792
21_30519597	21	30519597	18.543535	18.966602	24.062645	25.130669	22.406431	26.305847	27.180092	11.480735	14.538367	12.314842	10.199884	28.805269	15.599201	30.616726	28.870792
21_30520239	21	30520239	18.493608	18.970215	24.08807	25.134584	22.410269	26.314554	27.215361	11.477013	14.544258	12.303568	10.200087	28.795929	15.591533	30.607403	28.884113
21_30521540	21	30521540	18.443645	18.974327	24.113583	25.138155	22.414268	26.323105	27.250694	11.473137	14.55007	12.292289	10.200484	28.786461	15.584382	30.598511	28.897308
21_30521884	21	30521884	18.443645	18.974327	24.113583	25.138155	22.414268	26.323105	27.250694	11.473137	14.55007	12.292289	10.200484	28.786461	15.584382	30.598511	28.897308
21_30523733	21	30523733	18.343657	18.984032	24.164877	25.144255	22.422724	26.339731	27.321543	11.46493	14.561433	12.26973	10.201854	28.767128	15.571656	30.582039	28.923319
21_30524581	21	30524581	18.293653	18.989626	24.190659	25.146786	22.42716	26.347815	27.357063	11.460598	14.566966	12.258456	10.202828	28.757267	15.566092	30.574448	28.936142
21_30524605	21	30524605	18.293653	18.989626	24.190659	25.146786	22.42716	26.347815	27.357063	11.460598	14.566966	12.258456	10.202828	28.757267	15.566092	30.574448	28.936142
21_30524631	21	30524631	18.293653	18.989626	24.190659	25.146786	22.42716	26.347815	27.357063	11.460598	14.566966	12.258456	10.202828	28.757267	15.566092	30.574448	28.936142
21_30524641	21	30524641	18.293653	18.989626	24.190659	25.146786	22.42716	26.347815	27.357063	11.460598	14.566966	12.258456	10.202828	28.757267	15.566092	30.574448	28.936142
21_30525759	21	30525759	18.243662	18.995716	24.216534	25.148973	22.431726	26.355749	27.392647	11.456116	14.57239	12.24719	10.203989	28.747271	15.561074	30.567293	28.948843
21_30526212	21	30526212	18.193693	19.0023	24.242495	25.15081	22.436417	26.363539	27.428293	11.451486	14.5777	12.23593	10.205343	28.737139	15.556604	30.560566	28.96143
21_30527442	21	30527442	18.143755	19.009371	24.268557	25.1523	22.441223	26.371181	27.464012	11.446705	14.582889	12.224683	10.206883	28.72687	15.552689	30.554266	28.9739
21_30528463	21	30528463	18.093861	19.016932	24.294708	25.153448	22.446135	26.378681	27.499792	11.441776	14.587948	12.213449	10.208612	28.716467	15.549333	30.548389	28.986254
21_30533727	21	30533727	17.845432	19.06193	24.426899	25.154051	22.472031	26.414194	27.679741	11.414947	14.611065	12.157563	10.220016	28.662369	15.541128	30.525387	29.04641
21_30535485	21	30535485	17.746738	19.083231	24.480463	25.151934	22.482862	26.427534	27.752214	11.403206	14.619178	12.13538	10.225846	28.639732	15.541929	30.519133	29.069752
21_30536539	21	30536539	17.697584	19.094563	24.507397	25.150377	22.48835	26.434027	27.788557	11.397125	14.622968	12.124334	10.229028	28.628202	15.543221	30.516632	29.081287
21_30538073	21	30538073	17.648567	19.106348	24.534431	25.148493	22.493876	26.440414	27.824974	11.390904	14.626574	12.113324	10.232384	28.616528	15.545109	30.514544	29.092724
21_30539379	21	30539379	17.550987	19.131243	24.588808	25.143753	22.505007	26.452868	27.898024	11.378048	14.633205	12.091412	10.239616	28.592739	15.550692	30.511608	29.11533
21_30540873	21	30540873	17.502443	19.144339	24.616152	25.140909	22.510599	26.458944	27.934656	11.371412	14.636223	12.080515	10.243489	28.580626	15.55439	30.51075	29.126505
21_30542626	21	30542626	17.405899	19.171797	24.671162	25.134285	22.521814	26.47081	28.008144	11.357741	14.641639	12.058853	10.251743	28.55596	15.563611	30.510273	29.148609
21_30546209	21	30546209	17.215248	19.231558	24.782503	25.117432	22.544128	26.493513	28.155991	11.328807	14.649858	12.016121	10.27023	28.504862	15.58938	30.514133	29.191923
21_30547014	21	30547014	17.215248	19.231558	24.782503	25.117432	22.544128	26.493513	28.155991	11.328807	14.649858	12.016121	10.27023	28.504862	15.58938	30.514133	29.191923
21_30548113	21	30548113	17.16815	19.247454	24.810619	25.112495	22.54965	26.498997	28.193134	11.321251	14.651347	12.005571	10.275253	28.491716	15.597354	30.516104	29.202581
21_30553949	21	30553949	16.890953	19.350191	24.981781	25.077259	22.581799	26.530537	28.417463	11.273315	14.655262	11.943564	10.308637	28.409693	15.65801	30.536112	29.265324
21_30554522	21	30554522	16.845737	19.368446	25.010735	25.070509	22.586939	26.535603	28.455086	11.264909	14.655052	11.933463	10.314725	28.395493	15.67024	30.540802	29.275612
21_30556674	21	30556674	16.756226	19.40583	25.069016	25.056313	22.596994	26.545603	28.530533	11.247752	14.65387	11.91348	10.327327	28.366646	15.696503	30.551315	29.296072
21_30560377	21	30560377	16.581131	19.483788	25.187141	25.025366	22.616022	26.565189	28.682152	11.212126	14.648419	11.874442	10.354198	28.307131	15.756134	30.576839	29.336637
21_30560713	21	30560713	16.581131	19.483788	25.187141	25.025366	22.616022	26.565189	28.682152	11.212126	14.648419	11.874442	10.354198	28.307131	15.756134	30.576839	29.336637
21_30563342	21	30563342	16.453527	19.544685	25.277145	25.000174	22.629225	26.579641	28.796457	11.184324	14.641582	11.846045	10.37575	28.260904	15.806971	30.599854	29.366869
21_30567080	21	30567080	16.329359	19.607311	25.368416	24.97353	22.641378	26.594004	28.911219	11.155664	14.632375	11.81847	10.39844	28.213327	15.862919	30.626102	29.397057
21_30568687	21	30568687	16.248611	19.649862	25.429983	24.955093	22.648859	26.60359	28.987957	11.136113	14.624914	11.80057	10.414178	28.180859	15.902996	30.645376	29.417219
21_30569888	21	30569888	16.208876	19.671333	25.460989	24.945696	22.652401	26.6084	29.02639	11.126211	14.620787	11.791774	10.422221	28.164398	15.923854	30.65554	29.42732
21_30572601	21	30572601	16.092306	19.73641	25.554926	24.916922	22.662207	26.622955	29.141922	11.096036	14.606823	11.766018	10.447043	28.11413	15.98964	30.688093	29.457777
21_30572911	21	30572911	16.092306	19.73641	25.554926	24.916922	22.662207	26.622955	29.141922	11.096036	14.606823	11.766018	10.447043	28.11413	15.98964	30.688093	29.457777
21_30573038	21	30573038	16.092306	19.73641	25.554926	24.916922	22.662207	26.622955	29.141922	11.096036	14.606823	11.766018	10.447043	28.11413	15.98964	30.688093	29.457777
21_30573808	21	30573808	16.054365	19.758276	25.58655	24.907173	22.66519	26.627857	29.180506	11.08583	14.601643	11.757653	10.455542	28.097076	16.012621	30.699627	29.467995
21_30575317	21	30575317	15.979897	19.802193	25.650272	24.887482	22.670719	26.637787	29.257767	11.065213	14.590502	11.741266	10.472862	28.062525	16.060129	30.72369	29.488556
21_30575776	21	30575776	15.979897	19.802193	25.650272	24.887482	22.670719	26.637787	29.257767	11.065213	14.590502	11.741266	10.472862	28.062525	16.060129	30.72369	29.488556
21_30575852	21	30575852	15.979897	19.802193	25.650272	24.887482	22.670719	26.637787	29.257767	11.065213	14.590502	11.741266	10.472862	28.062525	16.060129	30.72369	29.488556
21_30576149	21	30576149	15.979897	19.802193	25.650272	24.887482	22.670719	26.637787	29.257767	11.065213	14.590502	11.741266	10.472862	28.062525	16.060129	30.72369	29.488556
21_30578274	21	30578274	15.871896	19.868334	25.747087	24.857662	22.677881	26.653038	29.373884	11.033821	14.571853	11.717586	10.499635	28.009588	16.135176	30.762272	29.519783
21_30579085	21	30579085	15.871896	19.868334	25.747087	24.857662	22.677881	26.653038	29.373884	11.033821	14.571853	11.717586	10.499635	28.009588	16.135176	30.762272	29.519783
21_30579280	21	30579280	15.836919	19.890404	25.779697	24.847683	22.67996	26.658236	29.412642	11.023244	14.565125	11.70994	10.508763	27.99165	16.161179	30.775782	29.530317
21_30579623	21	30579623	15.836919	19.890404	25.779697	24.847683	22.67996	26.658236	29.412642	11.023244	14.565125	11.70994	10.508763	27.99165	16.161179	30.775782	29.530317
21_30579660	21	30579660	15.836919	19.890404	25.779697	24.847683	22.67996	26.658236	29.412642	11.023244	14.565125	11.70994	10.508763	27.99165	16.161179	30.775782	29.530317
21_30579676	21	30579676	15.836919	19.890404	25.779697	24.847683	22.67996	26.658236	29.412642	11.023244	14.565125	11.70994	10.508763	27.99165	16.161179	30.775782	29.530317
21_30579707	21	30579707	15.836919	19.890404	25.779697	24.847683	22.67996	26.658236	29.412642	11.023244	14.565125	11.70994	10.508763	27.99165	16.161179	30.775782	29.530317
21_30579722	21	30579722	15.836919	19.890404	25.779697	24.847683	22.67996	26.658236	29.412642	11.023244	14.565125	11.70994	10.508763	27.99165	16.161179	30.775782	29.530317
21_30579956	21	30579956	15.836919	19.890404	25.779697	24.847683	22.67996	26.658236	29.412642	11.023244	14.565125	11.70994	10.508763	27.99165	16.161179	30.775782	29.530317
21_30580348	21	30580348	15.802467	19.91246	25.812475	24.837704	22.681883	26.663502	29.451422	11.012615	14.558143	11.702425	10.517993	27.973564	16.187664	30.789612	29.540918
21_30582925	21	30582925	15.735182	19.956488	25.878551	24.817787	22.685249	26.674257	29.529051	10.991218	14.543428	11.687793	10.536742	27.936949	16.242065	30.818214	29.562363
21_30583818	21	30583818	15.702367	19.978436	25.911858	24.807875	22.686695	26.679758	29.567894	10.980453	14.535699	11.68068	10.546262	27.918425	16.26997	30.832987	29.573208
21_30584090	21	30584090	15.702367	19.978436	25.911858	24.807875	22.686695	26.679758	29.567894	10.980453	14.535699	11.68068	10.546262	27.918425	16.26997	30.832987	29.573208
21_30595128	21	30595128	15.380676	20.213062	26.290545	24.704102	22.691664	26.747293	29.996092	10.860227	14.435043	11.612421	10.656824	27.705164	16.606314	31.015032	29.699671
21_30597993	21	30597993	15.306412	20.273649	26.397974	24.678652	22.689499	26.768522	30.113047	10.827199	14.402915	11.597299	10.688682	27.64403	16.706848	31.070555	29.73698
21_30599312	21	30599312	15.260349	20.312914	26.470642	24.662659	22.687212	26.783491	30.191038	10.805209	14.380465	11.588133	10.710287	27.602573	16.775833	31.10887	29.762655
21_30600554	21	30600554	15.238376	20.332182	26.507296	24.654987	22.685812	26.791237	30.230034	10.794232	14.368945	11.583832	10.721192	27.581636	16.810898	31.128397	29.775749
21_30600753	21	30600753	15.238376	20.332182	26.507296	24.654987	22.685812	26.791237	30.230034	10.794232	14.368945	11.583832	10.721192	27.581636	16.810898	31.128397	29.775749
21_30600821	21	30600821	15.238376	20.332182	26.507296	24.654987	22.685812	26.791237	30.230034	10.794232	14.368945	11.583832	10.721192	27.581636	16.810898	31.128397	29.775749
21_30601197	21	30601197	15.217123	20.351191	26.544165	24.647547	22.684248	26.799158	30.269032	10.783271	14.357231	11.579724	10.732167	27.560562	16.846342	31.148178	29.789021
21_30601366	21	30601366	15.217123	20.351191	26.544165	24.647547	22.684248	26.799158	30.269032	10.783271	14.357231	11.579724	10.732167	27.560562	16.846342	31.148178	29.789021
21_30603344	21	30603344	15.176799	20.388382	26.618565	24.633398	22.680609	26.815571	30.347017	10.761403	14.33324	11.572098	10.754313	27.517982	16.918329	31.188459	29.816114
21_30604149	21	30604149	15.176799	20.388382	26.618565	24.633398	22.680609	26.815571	30.347017	10.761403	14.33324	11.572098	10.754313	27.517982	16.918329	31.188459	29.816114
21_30605806	21	30605806	15.139441	20.424406	26.69385	24.620308	22.676294	26.83276	30.424995	10.739633	14.308525	11.565272	10.776711	27.474854	16.991758	31.229664	29.843967
21_30606565	21	30606565	15.121892	20.441952	26.731829	24.614182	22.673887	26.84166	30.46398	10.728788	14.295908	11.562166	10.788	27.453075	17.028999	31.250608	29.858191
21_30608327	21	30608327	15.089084	20.47607	26.808477	24.602823	22.668573	26.860088	30.541939	10.707202	14.27018	11.556583	10.810749	27.409113	17.104507	31.293133	29.887257
21_30610615	21	30610615	15.059379	20.508816	26.886047	24.592724	22.662601	26.879395	30.619865	10.685759	14.243821	11.551851	10.833714	27.364584	17.181347	31.336483	29.917162
21_30610669	21	30610669	15.059379	20.508816	26.886047	24.592724	22.662601	26.879395	30.619865	10.685759	14.243821	11.551851	10.833714	27.364584	17.181347	31.336483	29.917162
21_30612226	21	30612226	15.032816	20.540119	26.964561	24.583967	22.655972	26.899609	30.697769	10.664475	14.216875	11.547993	10.856883	27.319496	17.259476	31.380619	29.947948
21_30613183	21	30613183	15.020727	20.555202	27.004173	24.580118	22.652418	26.910065	30.736706	10.653899	14.203198	11.546394	10.868539	27.296745	17.299002	31.402966	29.96368
