	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
22_29715569	22	29715569	0.84	0.784314	0.693069	0.641791	0.618762	0.579421	0.569215	0.575085	0.594041	0.60202	0.584608	0.538785	0.502462	0.474019	0.464873
22_29715635	22	29715635	0.56	0.54902	0.574257	0.621891	0.60479	0.599401	0.566717	0.572885	0.59544	0.60262	0.584948	0.539035	0.502422	0.474047	0.464867
22_29716081	22	29716081	0.68	0.647059	0.623762	0.567164	0.560878	0.559441	0.569215	0.566087	0.60244	0.60277	0.585428	0.539625	0.502592	0.473845	0.46483
22_29716237	22	29716237	0.64	0.529412	0.524752	0.547264	0.55489	0.554446	0.575712	0.567886	0.60354	0.60352	0.585428	0.539795	0.502722	0.473761	0.464804
22_29716375	22	29716375	0.52	0.529412	0.514851	0.547264	0.53493	0.55045	0.575212	0.564887	0.60434	0.60372	0.585428	0.539805	0.502862	0.473669	0.464777
22_29718344	22	29718344	0.52	0.54902	0.574257	0.562189	0.536926	0.552448	0.567716	0.618276	0.619238	0.60612	0.583148	0.541885	0.503272	0.473145	0.46468
22_29723965	22	29723965	0.64	0.627451	0.60396	0.606965	0.634731	0.609391	0.609195	0.620476	0.638036	0.60852	0.582268	0.541605	0.503642	0.471717	0.464596
22_29725073	22	29725073	0.64	0.627451	0.623762	0.646766	0.632735	0.609391	0.606197	0.614077	0.637636	0.611069	0.583388	0.540715	0.503677	0.471481	0.464485
22_29725296	22	29725296	0.56	0.529412	0.584158	0.587065	0.588822	0.614386	0.607196	0.611678	0.632337	0.612019	0.583628	0.541055	0.503722	0.471421	0.464442
22_29725465	22	29725465	0.48	0.509804	0.475248	0.542289	0.586826	0.613387	0.612194	0.613077	0.629937	0.611819	0.583708	0.541085	0.503882	0.471367	0.464436
22_29725466	22	29725466	0.52	0.490196	0.475248	0.547264	0.58483	0.612388	0.612194	0.613077	0.629937	0.611769	0.583688	0.541095	0.503882	0.471367	0.464436
22_29725588	22	29725588	0.72	0.705882	0.663366	0.641791	0.588822	0.608392	0.616692	0.611478	0.629037	0.611419	0.583648	0.541135	0.503897	0.471319	0.464435
22_29725659	22	29725659	0.6	0.627451	0.663366	0.631841	0.602794	0.607393	0.607196	0.608078	0.627237	0.611469	0.583848	0.540935	0.503942	0.471295	0.464425
22_29725689	22	29725689	0.64	0.607843	0.613861	0.636816	0.61477	0.604396	0.608196	0.605279	0.627037	0.611369	0.583888	0.540915	0.503972	0.471293	0.464419
22_29726290	22	29726290	0.8	0.627451	0.643564	0.651741	0.626747	0.614386	0.5997	0.60208	0.619338	0.611469	0.582628	0.541075	0.504042	0.471119	0.464355
22_29726668	22	29726668	0.56	0.54902	0.554455	0.562189	0.566866	0.597403	0.614193	0.60108	0.615938	0.610819	0.582448	0.541045	0.504072	0.470997	0.464326
22_29728380	22	29728380	0.64	0.607843	0.613861	0.606965	0.586826	0.558442	0.5992	0.615677	0.59584	0.612069	0.580808	0.541535	0.504887	0.470543	0.464334
22_29728461	22	29728461	0.6	0.607843	0.594059	0.606965	0.60479	0.56044	0.6007	0.615077	0.59664	0.612369	0.580968	0.541235	0.504837	0.470501	0.46435
22_29728625	22	29728625	0.6	0.509804	0.584158	0.587065	0.586826	0.586414	0.6002	0.613077	0.59594	0.612419	0.580948	0.541275	0.504932	0.470415	0.464361
22_29728844	22	29728844	0.56	0.509804	0.584158	0.59204	0.586826	0.611389	0.608696	0.614077	0.59654	0.612469	0.580508	0.540855	0.504937	0.470311	0.464342
22_29728979	22	29728979	0.64	0.647059	0.633663	0.646766	0.602794	0.619381	0.606697	0.614677	0.59634	0.611569	0.580168	0.540595	0.504867	0.470275	0.464352
22_29730655	22	29730655	0.52	0.607843	0.613861	0.641791	0.638723	0.615385	0.621189	0.582284	0.59824	0.60122	0.577248	0.540935	0.505677	0.469495	0.464403
22_29732032	22	29732032	0.56	0.588235	0.623762	0.542289	0.477046	0.481518	0.529735	0.587882	0.588741	0.589771	0.575588	0.541555	0.505622	0.468933	0.46427
22_29732251	22	29732251	0.6	0.490196	0.475248	0.537313	0.572854	0.497502	0.524238	0.582284	0.586141	0.588021	0.574589	0.542055	0.505757	0.468923	0.46426
22_29732391	22	29732391	0.48	0.470588	0.514851	0.527363	0.540918	0.528472	0.528736	0.583483	0.583042	0.587771	0.574129	0.542375	0.505812	0.468883	0.464228
22_29732454	22	29732454	0.64	0.588235	0.574257	0.562189	0.536926	0.55045	0.527736	0.584083	0.582642	0.587221	0.574149	0.542495	0.505817	0.468859	0.464216
22_29732671	22	29732671	0.56	0.568627	0.623762	0.497512	0.542914	0.537463	0.534233	0.583883	0.581942	0.586621	0.573909	0.542705	0.505787	0.468739	0.464199
22_29733167	22	29733167	0.64	0.647059	0.633663	0.631841	0.608782	0.588412	0.581709	0.581084	0.584742	0.583271	0.573789	0.542965	0.505817	0.468557	0.464252
22_29734324	22	29734324	0.64	0.666667	0.653465	0.641791	0.616766	0.601399	0.61969	0.576085	0.579842	0.576471	0.571709	0.542855	0.505787	0.468347	0.464192
22_29734527	22	29734527	0.48	0.509804	0.584158	0.61194	0.600798	0.62038	0.616692	0.581684	0.579442	0.577271	0.571229	0.542805	0.505942	0.468305	0.46419
22_29735159	22	29735159	0.6	0.647059	0.623762	0.61194	0.628743	0.621379	0.606197	0.577884	0.575642	0.574721	0.570609	0.543275	0.506137	0.468167	0.464243
22_29735581	22	29735581	0.6	0.607843	0.60396	0.606965	0.580838	0.586414	0.57921	0.585883	0.574343	0.575071	0.569189	0.543165	0.506182	0.468185	0.464291
22_29736790	22	29736790	0.64	0.627451	0.594059	0.507463	0.512974	0.509491	0.54023	0.572486	0.571343	0.569772	0.564929	0.543605	0.506417	0.467925	0.464416
22_29736975	22	29736975	0.44	0.509804	0.554455	0.532338	0.518962	0.524476	0.545727	0.571486	0.574743	0.570021	0.564429	0.543585	0.506357	0.467905	0.464415
22_29737017	22	29737017	0.44	0.431373	0.475248	0.532338	0.528942	0.523477	0.544728	0.570486	0.573943	0.570121	0.564429	0.543495	0.506327	0.467921	0.464419
22_29737055	22	29737055	0.6	0.431373	0.50495	0.517413	0.528942	0.521479	0.544728	0.571086	0.573643	0.570071	0.564089	0.543515	0.506317	0.467931	0.464422
22_29737056	22	29737056	0.56	0.45098	0.50495	0.517413	0.530938	0.521479	0.544228	0.570886	0.573543	0.570071	0.564089	0.543505	0.506312	0.467929	0.464422
22_29737441	22	29737441	0.6	0.627451	0.623762	0.537313	0.54491	0.551449	0.571214	0.572885	0.572843	0.567672	0.563069	0.543465	0.506607	0.467875	0.46439
22_29737892	22	29737892	0.64	0.607843	0.60396	0.616915	0.618762	0.617383	0.576212	0.567087	0.573743	0.566622	0.561649	0.543745	0.506712	0.467829	0.464385
22_29738774	22	29738774	0.72	0.607843	0.594059	0.517413	0.542914	0.558442	0.590205	0.569886	0.563344	0.567772	0.559549	0.543945	0.507432	0.467671	0.464518
22_29738804	22	29738804	0.6	0.529412	0.49505	0.517413	0.54491	0.553447	0.589205	0.569886	0.562444	0.567622	0.559389	0.543985	0.507442	0.467657	0.464521
22_29739817	22	29739817	0.68	0.666667	0.653465	0.646766	0.640719	0.598402	0.57971	0.565087	0.557144	0.561272	0.557289	0.545205	0.507512	0.467365	0.464712
22_29741273	22	29741273	0.4	0.490196	0.514851	0.507463	0.532934	0.527473	0.538731	0.543291	0.548945	0.552022	0.555149	0.545505	0.507547	0.467067	0.46476
22_29742160	22	29742160	0.36	0.431373	0.386139	0.467662	0.522954	0.527473	0.511244	0.543291	0.551445	0.551922	0.555669	0.545205	0.507657	0.466851	0.464907
22_29742559	22	29742559	0.56	0.54902	0.524752	0.562189	0.568862	0.541459	0.509745	0.533893	0.552645	0.552772	0.555169	0.545115	0.507647	0.466875	0.464999
22_29742700	22	29742700	0.76	0.627451	0.584158	0.562189	0.556886	0.523477	0.52024	0.535893	0.552845	0.552722	0.555409	0.544995	0.507667	0.466831	0.465026
22_29742919	22	29742919	0.52	0.54902	0.514851	0.522388	0.50499	0.517483	0.516242	0.537293	0.552045	0.552772	0.555269	0.544775	0.507607	0.466753	0.465073
22_29747217	22	29747217	0.32	0.411765	0.485149	0.482587	0.540918	0.562438	0.562719	0.54929	0.533347	0.540323	0.539149	0.542665	0.506992	0.466241	0.465401
22_29747704	22	29747704	0.72	0.647059	0.594059	0.577114	0.59481	0.58042	0.575212	0.542691	0.532447	0.538223	0.537509	0.542465	0.507252	0.466139	0.465493
22_29749602	22	29749602	0.52	0.45098	0.435644	0.472637	0.53493	0.506494	0.510245	0.524495	0.538546	0.529274	0.532529	0.542505	0.507552	0.465983	0.4658
22_29749728	22	29749728	0.64	0.647059	0.534653	0.492537	0.502994	0.490509	0.509745	0.527894	0.537246	0.527674	0.532229	0.542295	0.507477	0.465957	0.465812
22_29751049	22	29751049	0.36	0.392157	0.336634	0.41791	0.487026	0.492507	0.495252	0.517097	0.530347	0.519674	0.529069	0.542195	0.508132	0.466019	0.465963
22_29751872	22	29751872	0.6	0.627451	0.584158	0.522388	0.500998	0.505495	0.508246	0.526095	0.531247	0.517624	0.526749	0.541875	0.508442	0.466065	0.466027
22_29751949	22	29751949	0.64	0.470588	0.455446	0.477612	0.510978	0.522478	0.513743	0.526895	0.530647	0.517124	0.526509	0.541955	0.508477	0.466035	0.466022
22_29753516	22	29753516	0.44	0.431373	0.524752	0.532338	0.52495	0.531469	0.554223	0.523495	0.516548	0.510024	0.52331	0.540595	0.508717	0.466025	0.466159
22_29753557	22	29753557	0.64	0.509804	0.49505	0.542289	0.526946	0.529471	0.550225	0.524895	0.516948	0.509975	0.52315	0.540565	0.508772	0.466041	0.466156
22_29753907	22	29753907	0.6	0.529412	0.465347	0.522388	0.55489	0.571429	0.550725	0.527495	0.511849	0.509025	0.52133	0.539875	0.508927	0.465947	0.466214
22_29754151	22	29754151	0.6	0.529412	0.594059	0.61194	0.606786	0.563437	0.538231	0.532494	0.513449	0.508575	0.52047	0.539875	0.509097	0.465907	0.466217
22_29754560	22	29754560	0.52	0.529412	0.465347	0.517413	0.540918	0.555445	0.535732	0.532094	0.509849	0.505825	0.51901	0.539075	0.509347	0.465845	0.466214
22_29755593	22	29755593	0.48	0.352941	0.405941	0.447761	0.451098	0.487512	0.511244	0.516897	0.511549	0.502725	0.51623	0.538685	0.509587	0.465687	0.466206
22_29755698	22	29755698	0.28	0.352941	0.366337	0.39801	0.493014	0.484515	0.508246	0.518296	0.510149	0.503075	0.51599	0.538715	0.509637	0.465693	0.466197
22_29755727	22	29755727	0.32	0.294118	0.356436	0.447761	0.50499	0.481518	0.512244	0.519096	0.510249	0.502525	0.51587	0.538685	0.509687	0.465685	0.466199
22_29756533	22	29756533	0.76	0.607843	0.594059	0.557214	0.54491	0.531469	0.493253	0.506699	0.509449	0.502525	0.51437	0.538695	0.509892	0.465591	0.466232
22_29757666	22	29757666	0.52	0.54902	0.49505	0.537313	0.510978	0.501499	0.492754	0.495101	0.491051	0.503375	0.51537	0.537465	0.509907	0.465521	0.46627
22_29757732	22	29757732	0.48	0.509804	0.514851	0.537313	0.522954	0.506494	0.482259	0.492501	0.490851	0.502925	0.51525	0.537235	0.509942	0.465541	0.466292
22_29757875	22	29757875	0.52	0.45098	0.524752	0.552239	0.536926	0.517483	0.47926	0.494701	0.488751	0.502275	0.51547	0.537145	0.510172	0.465551	0.466309
22_29757941	22	29757941	0.52	0.568627	0.584158	0.507463	0.536926	0.516484	0.48076	0.495701	0.486251	0.502075	0.51535	0.537025	0.510297	0.465551	0.466315
22_29758112	22	29758112	0.72	0.647059	0.633663	0.527363	0.522954	0.52048	0.488756	0.496901	0.484652	0.500625	0.51559	0.537155	0.510542	0.465571	0.466333
22_29759262	22	29759262	0.6	0.607843	0.50495	0.497512	0.491018	0.484515	0.47976	0.480304	0.476552	0.496175	0.51229	0.536025	0.511777	0.465367	0.466298
22_29760070	22	29760070	0.64	0.529412	0.475248	0.547264	0.526946	0.502498	0.477761	0.463507	0.472453	0.494375	0.51039	0.534755	0.511922	0.465167	0.466264
22_29760441	22	29760441	0.52	0.529412	0.524752	0.487562	0.467066	0.471528	0.474263	0.452909	0.472453	0.493725	0.50949	0.534225	0.511682	0.465147	0.466245
22_29760619	22	29760619	0.32	0.45098	0.435644	0.442786	0.44511	0.460539	0.488756	0.45211	0.473253	0.492925	0.50921	0.533885	0.511782	0.465167	0.466246
22_29761600	22	29761600	0.48	0.509804	0.514851	0.457711	0.417166	0.413586	0.415792	0.45211	0.472753	0.492425	0.50783	0.531925	0.511587	0.464989	0.466205
22_29761951	22	29761951	0.24	0.313725	0.316832	0.318408	0.287425	0.372627	0.413793	0.44811	0.476152	0.491825	0.50803	0.531505	0.511522	0.464957	0.466227
22_29762362	22	29762362	0.72	0.705882	0.633663	0.492537	0.413174	0.391608	0.413293	0.45191	0.479552	0.492175	0.50769	0.531615	0.511562	0.464811	0.46626
22_29762474	22	29762474	0.6	0.568627	0.485149	0.542289	0.45509	0.388611	0.414293	0.452509	0.480852	0.491675	0.50759	0.531495	0.511552	0.464821	0.466252
22_29765144	22	29765144	0.64	0.54902	0.50495	0.492537	0.499002	0.498501	0.492254	0.5025	0.476052	0.483176	0.50647	0.529015	0.511422	0.464731	0.466402
22_29767343	22	29767343	0.64	0.666667	0.584158	0.542289	0.540918	0.545455	0.538731	0.507698	0.492351	0.482726	0.50623	0.526615	0.511382	0.464681	0.466536
22_29769423	22	29769423	0.6	0.607843	0.574257	0.502488	0.481038	0.465534	0.463768	0.487902	0.49625	0.478826	0.50769	0.525095	0.511142	0.464535	0.466422
22_29770448	22	29770448	0.68	0.627451	0.50495	0.437811	0.467066	0.455544	0.463768	0.481104	0.49585	0.479276	0.50489	0.522425	0.511197	0.464699	0.466446
22_29770641	22	29770641	0.44	0.490196	0.455446	0.472637	0.477046	0.468531	0.468266	0.481104	0.493751	0.479826	0.50463	0.521545	0.511302	0.464743	0.466473
22_29775042	22	29775042	0.16	0.313725	0.415842	0.482587	0.473054	0.496503	0.481259	0.489102	0.480652	0.494025	0.50187	0.513265	0.509462	0.465139	0.467113
22_29775681	22	29775681	0.44	0.372549	0.425743	0.452736	0.491018	0.502498	0.47926	0.488102	0.484252	0.494325	0.50117	0.512535	0.509102	0.465177	0.467167
22_29776600	22	29776600	0.56	0.411765	0.435644	0.517413	0.45509	0.467532	0.488256	0.471506	0.487251	0.492175	0.50163	0.511045	0.508447	0.465299	0.467387
22_29777713	22	29777713	0.56	0.54902	0.534653	0.517413	0.50499	0.51049	0.48076	0.476705	0.489251	0.489076	0.50131	0.509395	0.507957	0.465485	0.467465
22_29782316	22	29782316	0.64	0.568627	0.564356	0.572139	0.58483	0.553447	0.52024	0.517896	0.494351	0.506825	0.50099	0.504085	0.507977	0.465275	0.467674
22_29784012	22	29784012	0.44	0.411765	0.425743	0.447761	0.518962	0.511489	0.496752	0.5011	0.512249	0.511474	0.50095	0.502115	0.508932	0.465567	0.467852
22_29786353	22	29786353	0.4	0.470588	0.475248	0.507463	0.516966	0.4995	0.485257	0.510698	0.525847	0.511724	0.49833	0.498785	0.508297	0.465983	0.468147
22_29786627	22	29786627	0.4	0.392157	0.50495	0.562189	0.532934	0.529471	0.496252	0.517297	0.527547	0.512674	0.49779	0.498555	0.507997	0.466043	0.468174
22_29788610	22	29788610	0.44	0.352941	0.376238	0.477612	0.556886	0.566434	0.569715	0.55049	0.534047	0.515424	0.50033	0.497985	0.506657	0.465789	0.468484
22_29788961	22	29788961	0.72	0.705882	0.673267	0.631841	0.632735	0.594406	0.575712	0.55069	0.533747	0.517524	0.50035	0.497505	0.506432	0.465821	0.46853
22_29789624	22	29789624	0.52	0.529412	0.574257	0.552239	0.582834	0.586414	0.573713	0.547491	0.533847	0.521124	0.50077	0.496805	0.506132	0.465895	0.468725
22_29789730	22	29789730	0.56	0.490196	0.554455	0.60199	0.578842	0.573427	0.57971	0.54849	0.531347	0.520324	0.50107	0.496675	0.506007	0.465897	0.468771
22_29789900	22	29789900	0.68	0.54902	0.574257	0.577114	0.562874	0.542458	0.577711	0.554689	0.529347	0.519774	0.50085	0.496385	0.505862	0.465899	0.468844
22_29791713	22	29791713	0.36	0.352941	0.435644	0.477612	0.536926	0.519481	0.53973	0.55109	0.530947	0.518824	0.49873	0.494715	0.504972	0.466149	0.469197
22_29792095	22	29792095	0.6	0.509804	0.475248	0.437811	0.52495	0.531469	0.529735	0.544091	0.531847	0.519774	0.49797	0.494285	0.504757	0.466173	0.469274
22_29792256	22	29792256	0.48	0.509804	0.534653	0.572139	0.530938	0.547453	0.532734	0.538492	0.532847	0.520074	0.49829	0.494305	0.504542	0.466187	0.469308
22_29792752	22	29792752	0.64	0.588235	0.564356	0.487562	0.516966	0.542458	0.554223	0.529494	0.532647	0.517674	0.49789	0.493335	0.503832	0.466121	0.469433
22_29794440	22	29794440	0.6	0.627451	0.594059	0.497512	0.479042	0.48951	0.49925	0.510498	0.521848	0.515774	0.49839	0.492625	0.502422	0.466171	0.469643
22_29802501	22	29802501	0.04	0.235294	0.29703	0.353234	0.469062	0.511489	0.50025	0.4999	0.512749	0.496575	0.49409	0.485965	0.496248	0.465733	0.470155
22_29803095	22	29803095	0.16	0.392157	0.465347	0.512438	0.42515	0.470529	0.478261	0.512298	0.510949	0.496025	0.49397	0.485485	0.495788	0.465491	0.47013
22_29804110	22	29804110	0.6	0.54902	0.564356	0.567164	0.538922	0.501499	0.50075	0.524095	0.510249	0.490575	0.49519	0.484915	0.494918	0.465189	0.47004
22_29804373	22	29804373	0.36	0.392157	0.455446	0.497512	0.522954	0.536464	0.521239	0.524095	0.50115	0.489676	0.49489	0.484585	0.494553	0.465161	0.470031
22_29804904	22	29804904	0.6	0.529412	0.50495	0.542289	0.560878	0.548452	0.546227	0.513497	0.49695	0.491825	0.49513	0.484335	0.493938	0.465099	0.470036
22_29804947	22	29804947	0.36	0.588235	0.574257	0.537313	0.572854	0.555445	0.547726	0.515897	0.49605	0.491525	0.49507	0.484395	0.493918	0.465087	0.470043
22_29806785	22	29806785	0.56	0.509804	0.564356	0.522388	0.522954	0.517483	0.515742	0.509698	0.490151	0.489626	0.49353	0.484135	0.492073	0.464909	0.469805
22_29807610	22	29807610	0.36	0.352941	0.405941	0.338308	0.457086	0.483516	0.487756	0.492102	0.484952	0.488776	0.49241	0.483305	0.491598	0.464787	0.469595
22_29807853	22	29807853	0.6	0.568627	0.554455	0.482587	0.457086	0.474525	0.483258	0.488502	0.484652	0.488626	0.49227	0.483365	0.491288	0.464765	0.469528
22_29808991	22	29808991	0.52	0.470588	0.475248	0.527363	0.441118	0.423576	0.443278	0.455909	0.485451	0.487726	0.49121	0.485865	0.490323	0.464515	0.469365
22_29809948	22	29809948	0.44	0.45098	0.405941	0.41791	0.423154	0.451548	0.432284	0.44891	0.482052	0.486226	0.48975	0.485805	0.489408	0.464387	0.469282
22_29810302	22	29810302	0.4	0.45098	0.475248	0.462687	0.491018	0.438561	0.444278	0.456509	0.479752	0.484976	0.49029	0.485005	0.489213	0.464381	0.469282
22_29814367	22	29814367	0.36	0.352941	0.366337	0.422886	0.499002	0.496503	0.477761	0.474505	0.472553	0.477176	0.48725	0.484375	0.485223	0.463485	0.468671
22_29815887	22	29815887	0.56	0.470588	0.485149	0.512438	0.463074	0.455544	0.46077	0.473105	0.475152	0.472076	0.48421	0.483655	0.483503	0.463171	0.468396
22_29816205	22	29816205	0.6	0.588235	0.584158	0.562189	0.52495	0.480519	0.466267	0.474705	0.474453	0.468727	0.48393	0.483095	0.483163	0.463291	0.468343
22_29816377	22	29816377	0.56	0.54902	0.524752	0.477612	0.483034	0.496503	0.468266	0.478104	0.476852	0.467177	0.48357	0.482715	0.483043	0.463343	0.468325
22_29816997	22	29816997	0.48	0.529412	0.49505	0.502488	0.530938	0.498501	0.491254	0.489302	0.480452	0.466227	0.48239	0.482045	0.482533	0.463589	0.468303
22_29817983	22	29817983	0.4	0.352941	0.415842	0.427861	0.417166	0.461538	0.487756	0.485303	0.473553	0.466127	0.48015	0.481055	0.481553	0.463563	0.468263
22_29818047	22	29818047	0.28	0.372549	0.405941	0.39801	0.431138	0.463536	0.489755	0.483103	0.472653	0.465827	0.48009	0.480975	0.481433	0.463529	0.468262
22_29818715	22	29818715	0.44	0.568627	0.544554	0.487562	0.510978	0.512488	0.485757	0.483703	0.472053	0.464977	0.47875	0.480475	0.480743	0.463357	0.468231
22_29819188	22	29819188	0.48	0.431373	0.475248	0.532338	0.530938	0.521479	0.490255	0.484703	0.473153	0.465227	0.47803	0.480455	0.480138	0.463243	0.468192
22_29820179	22	29820179	0.36	0.372549	0.415842	0.422886	0.469062	0.450549	0.475262	0.467506	0.467753	0.469277	0.47691	0.480195	0.478773	0.463009	0.468155
22_29820185	22	29820185	0.48	0.431373	0.445545	0.437811	0.473054	0.450549	0.473263	0.467307	0.467753	0.469227	0.47689	0.480185	0.478763	0.463007	0.468152
22_29820911	22	29820911	0.24	0.27451	0.356436	0.427861	0.499002	0.457542	0.461269	0.472505	0.474353	0.471176	0.47725	0.479975	0.476938	0.462739	0.468195
22_29820993	22	29820993	0.4	0.411765	0.465347	0.437811	0.461078	0.453546	0.46077	0.468506	0.472853	0.470826	0.47731	0.480045	0.476858	0.462695	0.4682
22_29821838	22	29821838	0.08	0.352941	0.425743	0.477612	0.453094	0.467532	0.453273	0.456909	0.467853	0.470126	0.47665	0.479875	0.475678	0.462529	0.468225
22_29822003	22	29822003	0.2	0.372549	0.455446	0.41791	0.459082	0.462537	0.46077	0.454309	0.468353	0.471576	0.47605	0.479925	0.475568	0.462495	0.468216
22_29823337	22	29823337	0.52	0.431373	0.445545	0.422886	0.44511	0.468531	0.44078	0.460508	0.467453	0.469777	0.47501	0.479835	0.474218	0.462277	0.468306
22_29824201	22	29824201	0.32	0.254902	0.29703	0.39801	0.451098	0.452547	0.449775	0.45231	0.463254	0.469527	0.473951	0.479535	0.473253	0.462037	0.468369
22_29825837	22	29825837	0.64	0.54902	0.534653	0.492537	0.463074	0.423576	0.470265	0.459508	0.467153	0.469477	0.472891	0.476895	0.471333	0.461855	0.468441
22_29827824	22	29827824	0.48	0.45098	0.485149	0.497512	0.467066	0.477522	0.473763	0.468506	0.467953	0.467727	0.470231	0.474535	0.468533	0.461541	0.468504
22_29829631	22	29829631	0.68	0.607843	0.613861	0.522388	0.52495	0.498501	0.490755	0.469306	0.467553	0.469427	0.470191	0.475035	0.466948	0.461325	0.468224
22_29829984	22	29829984	0.4	0.392157	0.465347	0.492537	0.483034	0.485514	0.501249	0.476105	0.469053	0.469377	0.469711	0.474705	0.466603	0.461365	0.46816
22_29833965	22	29833965	0.56	0.529412	0.534653	0.437811	0.431138	0.448551	0.453273	0.460708	0.479552	0.468727	0.470731	0.475245	0.462703	0.460757	0.467624
22_29836854	22	29836854	0.4	0.411765	0.465347	0.517413	0.479042	0.468531	0.48076	0.487902	0.476352	0.467777	0.470571	0.472305	0.459773	0.460205	0.467424
22_29838056	22	29838056	0.64	0.666667	0.663366	0.671642	0.634731	0.597403	0.529735	0.486303	0.466753	0.467927	0.469391	0.470255	0.458603	0.460099	0.467419
22_29840406	22	29840406	0.56	0.568627	0.554455	0.482587	0.451098	0.450549	0.469265	0.470506	0.464154	0.463527	0.467091	0.466495	0.456733	0.459407	0.467337
22_29840455	22	29840455	0.56	0.568627	0.514851	0.497512	0.47505	0.458541	0.477261	0.468906	0.466253	0.463577	0.467231	0.466415	0.456703	0.459379	0.467333
22_29842085	22	29842085	0.56	0.509804	0.485149	0.452736	0.43513	0.415584	0.426287	0.452509	0.467753	0.462877	0.465491	0.464175	0.455418	0.459063	0.467303
22_29842328	22	29842328	0.48	0.431373	0.425743	0.447761	0.427146	0.3996	0.429285	0.44891	0.467653	0.462827	0.465271	0.463775	0.455308	0.459037	0.467288
22_29848846	22	29848846	0.68	0.588235	0.554455	0.522388	0.463074	0.445554	0.444278	0.457708	0.457354	0.470926	0.462531	0.456735	0.449968	0.457073	0.467124
22_29848960	22	29848960	0.52	0.568627	0.514851	0.512438	0.473054	0.452547	0.447276	0.460508	0.458554	0.472576	0.463111	0.456545	0.449913	0.457049	0.467132
22_29854323	22	29854323	0.44	0.490196	0.514851	0.512438	0.469062	0.47952	0.47976	0.481304	0.494851	0.466027	0.454731	0.449666	0.446638	0.455389	0.466766
22_29855191	22	29855191	0.52	0.54902	0.485149	0.502488	0.51497	0.490509	0.505247	0.467906	0.492051	0.467577	0.454271	0.448306	0.446168	0.455293	0.466708
22_29860949	22	29860949	0.56	0.647059	0.633663	0.527363	0.49501	0.458541	0.3993	0.45151	0.463954	0.458177	0.457811	0.443106	0.443233	0.454817	0.46665
22_29861044	22	29861044	0.52	0.411765	0.455446	0.527363	0.481038	0.452547	0.406297	0.446311	0.462154	0.458227	0.457631	0.442876	0.443183	0.454857	0.466655
22_29861100	22	29861100	0.6	0.529412	0.534653	0.452736	0.46507	0.448551	0.410795	0.443111	0.460754	0.458177	0.457591	0.442966	0.443083	0.454895	0.466635
22_29862368	22	29862368	0.36	0.313725	0.356436	0.393035	0.391218	0.438561	0.413793	0.417916	0.462654	0.460577	0.453731	0.442336	0.442888	0.454777	0.466674
22_29863353	22	29863353	0.28	0.27451	0.306931	0.333333	0.399202	0.411588	0.424288	0.430314	0.441156	0.460927	0.450011	0.441646	0.442943	0.454505	0.466726
22_29863619	22	29863619	0.16	0.215686	0.207921	0.378109	0.389222	0.427572	0.448276	0.417916	0.433657	0.461377	0.448971	0.441466	0.442903	0.454499	0.466699
22_29864820	22	29864820	0.04	0.196078	0.376238	0.427861	0.433134	0.428571	0.451774	0.428314	0.421258	0.454627	0.446951	0.440066	0.442388	0.454091	0.46665
22_29865230	22	29865230	0.32	0.333333	0.336634	0.343284	0.407186	0.432567	0.41929	0.431114	0.425357	0.450577	0.447091	0.439286	0.442133	0.454009	0.466625
22_29868285	22	29868285	0.48	0.431373	0.39604	0.41791	0.393214	0.371628	0.421289	0.424515	0.442056	0.431928	0.443891	0.436546	0.439828	0.453811	0.466811
22_29869033	22	29869033	0.64	0.509804	0.405941	0.467662	0.483034	0.425574	0.41929	0.443111	0.444856	0.424529	0.442151	0.435256	0.439333	0.453829	0.466886
22_29869355	22	29869355	0.76	0.588235	0.554455	0.507463	0.471058	0.443556	0.432284	0.440912	0.444056	0.422629	0.442571	0.434646	0.439193	0.453753	0.466932
22_29873918	22	29873918	0.6	0.607843	0.594059	0.497512	0.42515	0.411588	0.402299	0.411118	0.425857	0.446328	0.438871	0.432346	0.437043	0.452893	0.467574
22_29874081	22	29874081	0.56	0.588235	0.50495	0.437811	0.437126	0.375624	0.390805	0.405919	0.424658	0.445728	0.438151	0.432066	0.437063	0.452845	0.467594
22_29875973	22	29875973	0.2	0.294118	0.287129	0.283582	0.293413	0.343656	0.342829	0.376925	0.430457	0.444228	0.434851	0.430096	0.436043	0.452623	0.467808
22_29878346	22	29878346	0.44	0.392157	0.415842	0.39801	0.483034	0.482517	0.463768	0.433313	0.431057	0.437428	0.430351	0.427526	0.434573	0.452593	0.468084
22_29892349	22	29892349	0.12	0.196078	0.267327	0.308458	0.341317	0.387612	0.38081	0.39812	0.39746	0.40443	0.409972	0.416386	0.427068	0.450731	0.469124
22_29892350	22	29892350	0.12	0.196078	0.267327	0.303483	0.341317	0.388611	0.38081	0.39812	0.39746	0.40438	0.409972	0.416396	0.427063	0.450731	0.469124
22_29893830	22	29893830	0.28	0.215686	0.287129	0.373134	0.407186	0.416583	0.387806	0.404519	0.40396	0.39183	0.408312	0.416276	0.425838	0.450417	0.469237
