	Chr	Position	25bp	50bp	100bp	200bp	500bp	1kb	2kb	5kb	10kb	20kb	50kb	100kb	200kb	500kb	1Mb
21_28500154	21	28500154	0.36	0.27451	0.227723	0.253731	0.253493	0.276723	0.287356	0.321936	0.347265	0.369182	0.373933	0.375216	0.373668	0.375185	0.375304
21_28501166	21	28501166	0.24	0.313725	0.306931	0.308458	0.279441	0.300699	0.328836	0.323735	0.358164	0.370631	0.374413	0.374546	0.374498	0.375463	0.375521
21_28502800	21	28502800	0.44	0.490196	0.425743	0.383085	0.347305	0.317682	0.353323	0.360728	0.369863	0.364682	0.374753	0.373786	0.374243	0.375685	0.375657
21_28504258	21	28504258	0.56	0.490196	0.455446	0.378109	0.37525	0.416583	0.407796	0.408718	0.378462	0.360332	0.373793	0.372656	0.375118	0.375953	0.375753
21_28504498	21	28504498	0.48	0.509804	0.49505	0.477612	0.453094	0.428571	0.437281	0.405519	0.378662	0.359282	0.373333	0.372686	0.375103	0.376025	0.375735
21_28504728	21	28504728	0.52	0.431373	0.49505	0.502488	0.489022	0.458541	0.447776	0.411518	0.378262	0.360132	0.373233	0.372696	0.375048	0.376001	0.375751
21_28505708	21	28505708	0.56	0.54902	0.49505	0.502488	0.536926	0.48951	0.46027	0.422116	0.392761	0.361282	0.372173	0.374356	0.375123	0.376161	0.375833
21_28506009	21	28506009	0.68	0.54902	0.534653	0.522388	0.477046	0.468531	0.454773	0.428314	0.39526	0.358782	0.372173	0.374466	0.374928	0.376169	0.375882
21_28506736	21	28506736	0.28	0.27451	0.316832	0.39801	0.411178	0.426573	0.434283	0.424915	0.39576	0.356682	0.372533	0.374016	0.374808	0.376283	0.375943
21_28507376	21	28507376	0.36	0.372549	0.366337	0.41791	0.44511	0.412587	0.404798	0.412318	0.390961	0.359932	0.371593	0.373766	0.374753	0.376227	0.375984
21_28507928	21	28507928	0.48	0.392157	0.346535	0.353234	0.355289	0.373626	0.383808	0.408118	0.388761	0.361232	0.370713	0.374356	0.374573	0.376293	0.376006
21_28508196	21	28508196	0.36	0.352941	0.376238	0.39801	0.38523	0.351648	0.376812	0.403119	0.389261	0.358532	0.370233	0.374296	0.374408	0.376311	0.376021
21_28508535	21	28508535	0.32	0.294118	0.366337	0.333333	0.341317	0.354645	0.369815	0.389722	0.390561	0.361332	0.368733	0.374096	0.374203	0.376309	0.376009
21_28508839	21	28508839	0.28	0.27451	0.29703	0.328358	0.347305	0.373626	0.364318	0.386723	0.388461	0.364982	0.368193	0.374276	0.374553	0.376303	0.376021
21_28509688	21	28509688	0.16	0.254902	0.336634	0.308458	0.321357	0.367632	0.391304	0.374525	0.380462	0.364482	0.368453	0.373806	0.374918	0.376415	0.376177
21_28509694	21	28509694	0.28	0.294118	0.336634	0.313433	0.323353	0.36963	0.391304	0.374325	0.380162	0.364432	0.368453	0.373796	0.374923	0.376413	0.376181
21_28510020	21	28510020	0.44	0.45098	0.405941	0.402985	0.407186	0.394605	0.391804	0.366127	0.375662	0.364232	0.367433	0.373986	0.374933	0.376485	0.376146
21_28510142	21	28510142	0.52	0.490196	0.465347	0.482587	0.429142	0.41958	0.385307	0.361728	0.374963	0.366832	0.367613	0.374036	0.374973	0.376487	0.376117
21_28512750	21	28512750	0.52	0.509804	0.475248	0.39801	0.333333	0.308691	0.323838	0.341932	0.352865	0.379181	0.365713	0.372676	0.374678	0.376623	0.376702
21_28512776	21	28512776	0.4	0.431373	0.435644	0.39801	0.329341	0.304695	0.322839	0.341132	0.353065	0.379581	0.365753	0.372676	0.374668	0.376625	0.3767
21_28513836	21	28513836	0.28	0.313725	0.346535	0.338308	0.327345	0.322677	0.313843	0.325335	0.352565	0.379631	0.366353	0.374326	0.374658	0.376729	0.376758
21_28514707	21	28514707	0.24	0.254902	0.336634	0.363184	0.345309	0.348651	0.333333	0.336333	0.350265	0.375431	0.364993	0.376426	0.374188	0.376775	0.376897
21_28515057	21	28515057	0.44	0.470588	0.425743	0.40796	0.355289	0.350649	0.325837	0.343931	0.349965	0.372931	0.365353	0.375946	0.374088	0.376757	0.376862
21_28519718	21	28519718	0.32	0.352941	0.277228	0.288557	0.285429	0.35964	0.394303	0.388722	0.370763	0.365632	0.366013	0.375706	0.373658	0.377519	0.377041
21_28520636	21	28520636	0.64	0.490196	0.475248	0.492537	0.479042	0.456543	0.427786	0.40112	0.372363	0.362532	0.367753	0.376786	0.373883	0.377559	0.377059
21_28520833	21	28520833	0.4	0.470588	0.485149	0.487562	0.473054	0.464535	0.430785	0.39912	0.372163	0.362282	0.367693	0.376606	0.374118	0.377595	0.377056
21_28523627	21	28523627	0.36	0.392157	0.326733	0.353234	0.345309	0.31968	0.322839	0.362727	0.380562	0.362032	0.370573	0.375366	0.374213	0.377683	0.377161
21_28524086	21	28524086	0.28	0.352941	0.287129	0.318408	0.285429	0.312687	0.321839	0.358728	0.378162	0.361432	0.370873	0.375186	0.374398	0.377703	0.377241
21_28524650	21	28524650	0.4	0.352941	0.356436	0.378109	0.367265	0.336663	0.33983	0.354529	0.380062	0.362482	0.371493	0.374036	0.374573	0.377795	0.377318
21_28524933	21	28524933	0.36	0.313725	0.366337	0.39801	0.361277	0.382617	0.344328	0.35213	0.382562	0.363382	0.372013	0.373606	0.374673	0.377729	0.377406
21_28525397	21	28525397	0.44	0.411765	0.415842	0.393035	0.377246	0.358641	0.370815	0.352729	0.378462	0.364282	0.372493	0.373536	0.374653	0.377719	0.37747
21_28526761	21	28526761	0.36	0.294118	0.346535	0.328358	0.329341	0.347652	0.37931	0.371526	0.365763	0.367082	0.374613	0.373786	0.374728	0.377735	0.377546
21_28527438	21	28527438	0.4	0.372549	0.465347	0.432836	0.431138	0.410589	0.38031	0.377724	0.356764	0.362482	0.374133	0.374006	0.374563	0.377781	0.377503
21_28529745	21	28529745	0.12	0.235294	0.267327	0.298507	0.39521	0.382617	0.355322	0.366927	0.354265	0.368482	0.371513	0.372186	0.374993	0.377909	0.377408
21_28531158	21	28531158	0.32	0.294118	0.29703	0.328358	0.361277	0.356643	0.336332	0.340532	0.357264	0.363132	0.371773	0.372926	0.374843	0.378157	0.377284
21_28531800	21	28531800	0.28	0.313725	0.306931	0.328358	0.307385	0.312687	0.329835	0.335933	0.356264	0.362232	0.371833	0.373736	0.374598	0.378155	0.377342
21_28537170	21	28537170	0.24	0.352941	0.366337	0.373134	0.357285	0.348651	0.347826	0.377524	0.365763	0.376681	0.370813	0.371486	0.374838	0.378967	0.377458
21_28538908	21	28538908	0.2	0.254902	0.277228	0.343284	0.371257	0.370629	0.411294	0.377125	0.383562	0.372881	0.376452	0.371076	0.375433	0.378891	0.377352
21_28541306	21	28541306	0.44	0.372549	0.346535	0.368159	0.371257	0.376623	0.368316	0.395121	0.389061	0.373081	0.380572	0.370186	0.375948	0.378479	0.377115
21_28541523	21	28541523	0.4	0.333333	0.366337	0.383085	0.357285	0.393606	0.392804	0.391322	0.392461	0.374431	0.380972	0.370316	0.376093	0.378413	0.377093
21_28545943	21	28545943	0.6	0.470588	0.465347	0.412935	0.401198	0.40959	0.424288	0.393721	0.388761	0.383681	0.378872	0.369506	0.377988	0.378751	0.377215
21_28546021	21	28546021	0.36	0.333333	0.336634	0.402985	0.397206	0.400599	0.427786	0.392721	0.387961	0.384081	0.378472	0.369476	0.377893	0.378759	0.377208
21_28546980	21	28546980	0.56	0.352941	0.39604	0.437811	0.421158	0.407592	0.395802	0.397321	0.392761	0.385681	0.376392	0.369266	0.377998	0.378877	0.377264
21_28548626	21	28548626	0.32	0.294118	0.336634	0.373134	0.359281	0.357642	0.38081	0.373325	0.368863	0.386831	0.373873	0.370506	0.378803	0.379145	0.377346
21_28548968	21	28548968	0.48	0.490196	0.366337	0.338308	0.339321	0.35964	0.381309	0.372725	0.369063	0.386331	0.373773	0.371116	0.378898	0.379225	0.377347
21_28550068	21	28550068	0.28	0.294118	0.316832	0.328358	0.345309	0.336663	0.352824	0.367327	0.374263	0.384831	0.372853	0.371996	0.378933	0.379457	0.377474
21_28550786	21	28550786	0.32	0.27451	0.287129	0.323383	0.331337	0.333666	0.368816	0.352529	0.380662	0.385781	0.373113	0.373756	0.379563	0.379501	0.37753
21_28551018	21	28551018	0.36	0.470588	0.39604	0.358209	0.343313	0.380619	0.373313	0.34813	0.380362	0.386431	0.373233	0.374066	0.379488	0.379503	0.377561
21_28551021	21	28551021	0.48	0.490196	0.405941	0.358209	0.345309	0.37962	0.373813	0.34833	0.380262	0.386431	0.373213	0.374086	0.379498	0.379505	0.377562
21_28551237	21	28551237	0.4	0.411765	0.405941	0.442786	0.431138	0.394605	0.375312	0.343331	0.379362	0.385681	0.372793	0.374366	0.379323	0.379505	0.377598
21_28551294	21	28551294	0.56	0.45098	0.485149	0.422886	0.427146	0.402597	0.376812	0.343731	0.379762	0.386081	0.372813	0.374476	0.379308	0.379491	0.377602
21_28552854	21	28552854	0.24	0.254902	0.336634	0.283582	0.275449	0.266733	0.303848	0.368326	0.379662	0.379931	0.372113	0.374386	0.378743	0.379125	0.377765
21_28553338	21	28553338	0.36	0.352941	0.306931	0.313433	0.273453	0.291708	0.296352	0.384923	0.379062	0.380831	0.371913	0.375656	0.378913	0.379077	0.377817
21_28553633	21	28553633	0.28	0.313725	0.287129	0.268657	0.297405	0.30969	0.308846	0.387722	0.378562	0.383631	0.372193	0.375566	0.378993	0.379007	0.377817
21_28554059	21	28554059	0.44	0.411765	0.425743	0.368159	0.349301	0.331668	0.364818	0.383923	0.380662	0.39138	0.372393	0.375856	0.378823	0.378955	0.377837
21_28554063	21	28554063	0.4	0.392157	0.405941	0.368159	0.353293	0.331668	0.365817	0.383923	0.380662	0.39153	0.372393	0.375866	0.378828	0.378953	0.377838
21_28554245	21	28554245	0.24	0.27451	0.346535	0.313433	0.339321	0.364635	0.391304	0.381124	0.380962	0.39423	0.372453	0.376026	0.378823	0.378907	0.377839
21_28554474	21	28554474	0.24	0.333333	0.326733	0.333333	0.371257	0.413586	0.424288	0.377924	0.381062	0.39668	0.371993	0.376126	0.378868	0.378853	0.377845
21_28554653	21	28554653	0.68	0.568627	0.534653	0.447761	0.451098	0.444555	0.445277	0.377524	0.378662	0.39648	0.371133	0.375866	0.378833	0.378835	0.377832
21_28554870	21	28554870	0.48	0.509804	0.534653	0.567164	0.542914	0.496503	0.456272	0.379724	0.378162	0.39578	0.371553	0.375786	0.378823	0.378825	0.377883
21_28555298	21	28555298	0.6	0.529412	0.584158	0.58209	0.55489	0.527473	0.461769	0.394721	0.379262	0.39448	0.371753	0.375596	0.378713	0.378755	0.37789
21_28555486	21	28555486	0.6	0.568627	0.564356	0.562189	0.532934	0.4995	0.471764	0.403519	0.380662	0.39233	0.372433	0.375376	0.378603	0.378703	0.3779
21_28557655	21	28557655	0.32	0.392157	0.415842	0.412935	0.443114	0.420579	0.391304	0.39952	0.377362	0.387831	0.376012	0.373406	0.378013	0.378527	0.378015
21_28558326	21	28558326	0.4	0.294118	0.376238	0.368159	0.357285	0.398601	0.390305	0.379324	0.388261	0.383931	0.375232	0.373146	0.378003	0.378569	0.377965
21_28559856	21	28559856	0.36	0.411765	0.376238	0.39801	0.351297	0.354645	0.362319	0.368726	0.422458	0.385331	0.377012	0.374686	0.377708	0.378437	0.377859
21_28560116	21	28560116	0.28	0.372549	0.346535	0.353234	0.349301	0.364635	0.374813	0.368726	0.415358	0.386431	0.376912	0.374696	0.377658	0.378505	0.377824
21_28560449	21	28560449	0.36	0.392157	0.415842	0.378109	0.359281	0.362637	0.365817	0.357728	0.406959	0.387981	0.377072	0.374326	0.377428	0.378535	0.377841
21_28560451	21	28560451	0.32	0.411765	0.405941	0.383085	0.361277	0.360639	0.365317	0.357728	0.406959	0.388031	0.377112	0.374336	0.377423	0.378535	0.377842
21_28561033	21	28561033	0.4	0.490196	0.415842	0.432836	0.401198	0.375624	0.362819	0.379124	0.40206	0.388531	0.376032	0.374066	0.377008	0.378625	0.377863
21_28561233	21	28561233	0.4	0.431373	0.39604	0.348259	0.355289	0.373626	0.352824	0.390322	0.40096	0.387031	0.376032	0.373966	0.376893	0.378669	0.377872
21_28565729	21	28565729	0.44	0.392157	0.356436	0.338308	0.359281	0.332667	0.341329	0.413517	0.39646	0.370231	0.375412	0.375686	0.376823	0.379171	0.378007
21_28566125	21	28566125	0.36	0.372549	0.277228	0.298507	0.325349	0.344655	0.374813	0.391322	0.389461	0.369532	0.375812	0.375966	0.376828	0.379273	0.378046
21_28566156	21	28566156	0.28	0.352941	0.316832	0.298507	0.333333	0.344655	0.374813	0.389722	0.390261	0.369132	0.375652	0.375966	0.376823	0.379283	0.378043
21_28566161	21	28566161	0.16	0.313725	0.326733	0.293532	0.333333	0.343656	0.373813	0.389522	0.390461	0.369082	0.375692	0.375956	0.376828	0.379281	0.378042
21_28567870	21	28567870	0.16	0.215686	0.217822	0.273632	0.259481	0.281718	0.310345	0.361328	0.388761	0.366332	0.374333	0.375756	0.376638	0.379221	0.378076
21_28568022	21	28568022	0.2	0.156863	0.207921	0.258706	0.269461	0.287712	0.306847	0.365927	0.388661	0.365182	0.373993	0.376156	0.376688	0.379189	0.378086
21_28568572	21	28568572	0.28	0.254902	0.306931	0.343284	0.347305	0.338661	0.330835	0.360928	0.370263	0.366782	0.373373	0.375916	0.376683	0.379161	0.378069
21_28569951	21	28569951	0.68	0.627451	0.554455	0.457711	0.463074	0.441558	0.406297	0.343531	0.333467	0.364482	0.372333	0.375806	0.377273	0.379301	0.378006
21_28570098	21	28570098	0.44	0.372549	0.326733	0.338308	0.421158	0.450549	0.393303	0.346531	0.333367	0.364832	0.371953	0.375686	0.377253	0.379273	0.378004
21_28573788	21	28573788	0.36	0.313725	0.267327	0.283582	0.297405	0.267732	0.278861	0.318136	0.348265	0.363582	0.370813	0.375256	0.377953	0.379673	0.378181
21_28575715	21	28575715	0.44	0.411765	0.356436	0.348259	0.359281	0.374625	0.333333	0.330534	0.339666	0.355082	0.374453	0.376646	0.377928	0.379993	0.378215
21_28576104	21	28576104	0.28	0.333333	0.247525	0.298507	0.341317	0.30969	0.374313	0.34773	0.345965	0.355582	0.374833	0.376506	0.378168	0.380007	0.378244
21_28576508	21	28576508	0.12	0.254902	0.217822	0.199005	0.293413	0.365634	0.362819	0.355929	0.351865	0.354832	0.375152	0.375916	0.378373	0.380031	0.378283
21_28576868	21	28576868	0.52	0.470588	0.49505	0.532338	0.45509	0.391608	0.354323	0.357129	0.356564	0.353032	0.374853	0.376026	0.378768	0.380037	0.378341
21_28577147	21	28577147	0.4	0.45098	0.356436	0.378109	0.43513	0.413586	0.357821	0.354529	0.355764	0.352182	0.374833	0.375936	0.378833	0.380111	0.378382
21_28577229	21	28577229	0.4	0.431373	0.455446	0.427861	0.383234	0.402597	0.355822	0.354929	0.356364	0.352932	0.374773	0.375896	0.378863	0.380125	0.378405
21_28577552	21	28577552	0.32	0.372549	0.356436	0.333333	0.315369	0.335664	0.38031	0.362727	0.360164	0.353232	0.374873	0.375636	0.379128	0.380145	0.378568
21_28578516	21	28578516	0.64	0.568627	0.534653	0.487562	0.459082	0.415584	0.361319	0.375725	0.362964	0.357432	0.378072	0.375426	0.379268	0.380207	0.378684
21_28578885	21	28578885	0.56	0.431373	0.366337	0.373134	0.391218	0.385614	0.358821	0.381924	0.366663	0.359532	0.379012	0.375776	0.379338	0.380231	0.378748
21_28578967	21	28578967	0.32	0.313725	0.336634	0.358209	0.371257	0.371628	0.36032	0.387123	0.365763	0.360532	0.379212	0.375736	0.379368	0.380203	0.378748
21_28579033	21	28579033	0.36	0.372549	0.316832	0.333333	0.343313	0.356643	0.363318	0.390922	0.366063	0.360132	0.379372	0.375826	0.379368	0.380181	0.378741
21_28581062	21	28581062	0.36	0.333333	0.366337	0.402985	0.387226	0.435564	0.432284	0.381724	0.372263	0.357282	0.376292	0.376546	0.379158	0.380199	0.378931
21_28582553	21	28582553	0.6	0.470588	0.485149	0.39801	0.351297	0.363636	0.358321	0.387323	0.369263	0.362032	0.376352	0.376826	0.379383	0.380335	0.378964
21_28583169	21	28583169	0.2	0.176471	0.158416	0.228856	0.303393	0.328671	0.350325	0.377125	0.370463	0.363482	0.374993	0.376926	0.379073	0.380403	0.378978
21_28583651	21	28583651	0.32	0.27451	0.326733	0.363184	0.381238	0.353646	0.332834	0.369326	0.368663	0.366032	0.375192	0.377706	0.378823	0.380477	0.37898
21_28584467	21	28584467	0.32	0.254902	0.227723	0.273632	0.351297	0.367632	0.376812	0.356929	0.373863	0.367782	0.377652	0.378726	0.378818	0.380663	0.378924
21_28586046	21	28586046	0.32	0.372549	0.386139	0.358209	0.303393	0.316683	0.356322	0.358128	0.369563	0.369232	0.376992	0.378726	0.378788	0.380925	0.378963
21_28586283	21	28586283	0.28	0.294118	0.316832	0.288557	0.337325	0.328671	0.337831	0.362128	0.368963	0.371131	0.376852	0.378756	0.378853	0.380989	0.37897
21_28586449	21	28586449	0.32	0.352941	0.386139	0.353234	0.335329	0.358641	0.330335	0.369126	0.366563	0.371431	0.376792	0.379046	0.378913	0.381013	0.378986
21_28586492	21	28586492	0.56	0.470588	0.405941	0.383085	0.329341	0.365634	0.330335	0.370526	0.365763	0.371531	0.376852	0.379086	0.378968	0.381009	0.378988
21_28586571	21	28586571	0.52	0.411765	0.386139	0.373134	0.363273	0.358641	0.334833	0.368326	0.363964	0.372031	0.376832	0.379106	0.378893	0.380995	0.378993
21_28586964	21	28586964	0.52	0.45098	0.376238	0.373134	0.379242	0.354645	0.341329	0.368926	0.364664	0.369182	0.377772	0.379296	0.378898	0.381033	0.379018
21_28587474	21	28587474	0.24	0.313725	0.336634	0.313433	0.319361	0.31968	0.362319	0.363727	0.365763	0.368232	0.378312	0.379206	0.378873	0.381039	0.379029
21_28588039	21	28588039	0.52	0.45098	0.415842	0.383085	0.363273	0.376623	0.381309	0.359528	0.364864	0.369682	0.378292	0.379376	0.378703	0.381053	0.379079
21_28588051	21	28588051	0.48	0.431373	0.376238	0.378109	0.361277	0.378621	0.381809	0.359328	0.364864	0.369932	0.378252	0.379376	0.378688	0.381053	0.379078
21_28588406	21	28588406	0.52	0.490196	0.405941	0.462687	0.401198	0.426573	0.381309	0.367526	0.368263	0.370631	0.376852	0.379036	0.378523	0.381137	0.379064
21_28589479	21	28589479	0.4	0.392157	0.415842	0.383085	0.353293	0.333666	0.378311	0.372126	0.367763	0.372381	0.369933	0.379546	0.378108	0.381185	0.379103
21_28590055	21	28590055	0.52	0.470588	0.475248	0.432836	0.39521	0.35964	0.363818	0.378524	0.361364	0.375881	0.370113	0.379236	0.378118	0.381069	0.379026
21_28590102	21	28590102	0.4	0.45098	0.425743	0.412935	0.40519	0.357642	0.366817	0.378924	0.360564	0.376331	0.370253	0.379226	0.378133	0.381059	0.379017
21_28590274	21	28590274	0.44	0.45098	0.386139	0.378109	0.361277	0.365634	0.369315	0.381524	0.357164	0.376881	0.370233	0.379186	0.378178	0.381075	0.378979
21_28590288	21	28590288	0.52	0.431373	0.405941	0.38806	0.361277	0.367632	0.368816	0.381524	0.356964	0.376781	0.370253	0.379226	0.378173	0.381077	0.378977
21_28590662	21	28590662	0.48	0.352941	0.356436	0.358209	0.377246	0.370629	0.369815	0.382523	0.360664	0.377531	0.371033	0.379816	0.378273	0.381145	0.378949
21_28591522	21	28591522	0.44	0.333333	0.287129	0.338308	0.391218	0.388611	0.381809	0.366127	0.369263	0.376481	0.370853	0.380126	0.378363	0.380801	0.378955
21_28591530	21	28591530	0.36	0.333333	0.29703	0.328358	0.393214	0.382617	0.382309	0.366327	0.369363	0.376581	0.370753	0.380096	0.378368	0.380795	0.378956
21_28592302	21	28592302	0.44	0.352941	0.366337	0.368159	0.373253	0.375624	0.374313	0.362527	0.365263	0.375681	0.370653	0.380106	0.378018	0.380927	0.379058
21_28592416	21	28592416	0.32	0.372549	0.356436	0.378109	0.369261	0.35964	0.369315	0.362927	0.367963	0.375231	0.370893	0.380286	0.377928	0.380905	0.379074
21_28592615	21	28592615	0.48	0.45098	0.445545	0.358209	0.361277	0.364635	0.375312	0.355529	0.367863	0.374981	0.371433	0.380386	0.377713	0.380901	0.379104
21_28593236	21	28593236	0.32	0.235294	0.237624	0.333333	0.357285	0.367632	0.35982	0.359728	0.370963	0.380931	0.373053	0.380886	0.377438	0.380923	0.379234
21_28593964	21	28593964	0.32	0.372549	0.39604	0.402985	0.331337	0.345654	0.34083	0.366727	0.367163	0.382531	0.372513	0.381586	0.377448	0.380819	0.379304
21_28594010	21	28594010	0.36	0.392157	0.386139	0.383085	0.347305	0.330669	0.335832	0.366527	0.367763	0.383131	0.372493	0.381716	0.377408	0.380799	0.379307
21_28594117	21	28594117	0.16	0.294118	0.326733	0.323383	0.349301	0.327672	0.330835	0.366327	0.368763	0.383031	0.372833	0.381786	0.377378	0.380733	0.379315
21_28594648	21	28594648	0.12	0.254902	0.287129	0.288557	0.307385	0.303696	0.334333	0.356129	0.371763	0.385731	0.372193	0.382056	0.377473	0.380735	0.379377
21_28595418	21	28595418	0.36	0.352941	0.376238	0.41791	0.369261	0.364635	0.377311	0.356729	0.381362	0.385231	0.371133	0.381886	0.378003	0.380591	0.379534
21_28596231	21	28596231	0.48	0.490196	0.445545	0.527363	0.443114	0.403596	0.37981	0.365127	0.386161	0.385031	0.372573	0.381766	0.378108	0.380509	0.379624
21_28600794	21	28600794	0.44	0.372549	0.39604	0.383085	0.377246	0.448551	0.453273	0.425715	0.409759	0.39078	0.380012	0.383976	0.379813	0.380579	0.379888
21_28600795	21	28600795	0.44	0.392157	0.39604	0.38806	0.379242	0.448551	0.453273	0.425915	0.409759	0.39078	0.380032	0.383986	0.379813	0.380579	0.379888
21_28600862	21	28600862	0.52	0.45098	0.405941	0.383085	0.367265	0.452547	0.449775	0.426715	0.407859	0.39008	0.380012	0.384076	0.379863	0.380583	0.379906
21_28601783	21	28601783	0.36	0.313725	0.356436	0.358209	0.401198	0.38961	0.392304	0.432513	0.40346	0.389331	0.379792	0.383316	0.380118	0.380711	0.380131
21_28602124	21	28602124	0.32	0.254902	0.29703	0.323383	0.345309	0.34965	0.415292	0.427714	0.40336	0.389881	0.378552	0.382876	0.379858	0.380717	0.380136
21_28602624	21	28602624	0.52	0.411765	0.415842	0.422886	0.403194	0.405594	0.395802	0.423115	0.407459	0.39003	0.378452	0.383476	0.379853	0.380775	0.380189
21_28602997	21	28602997	0.64	0.588235	0.544554	0.522388	0.491018	0.448551	0.407796	0.411718	0.405859	0.389531	0.379392	0.383886	0.379798	0.380845	0.380222
21_28603177	21	28603177	0.52	0.490196	0.455446	0.447761	0.46507	0.434565	0.415792	0.407918	0.40406	0.388231	0.379572	0.384226	0.379983	0.380885	0.380241
21_28604717	21	28604717	0.48	0.392157	0.415842	0.383085	0.399202	0.418581	0.410295	0.390922	0.409759	0.388531	0.381272	0.384946	0.380023	0.381151	0.380349
21_28604777	21	28604777	0.48	0.490196	0.435644	0.422886	0.403194	0.407592	0.404798	0.393521	0.409359	0.388981	0.381272	0.384826	0.379968	0.381153	0.380359
21_28607629	21	28607629	0.36	0.372549	0.356436	0.368159	0.329341	0.38961	0.365817	0.388922	0.393761	0.39083	0.377632	0.382356	0.378723	0.381133	0.380713
21_28610112	21	28610112	0.44	0.431373	0.425743	0.40796	0.361277	0.345654	0.373813	0.388522	0.371763	0.383331	0.380252	0.381316	0.378773	0.381219	0.380791
21_28616610	21	28616610	0.48	0.392157	0.366337	0.303483	0.315369	0.328671	0.365817	0.364727	0.371163	0.376131	0.384792	0.377586	0.380198	0.382975	0.381241
21_28616733	21	28616733	0.52	0.411765	0.326733	0.328358	0.333333	0.348651	0.364318	0.368726	0.370263	0.376431	0.384472	0.377346	0.380183	0.383023	0.381241
21_28616899	21	28616899	0.24	0.333333	0.386139	0.38806	0.369261	0.365634	0.371314	0.369926	0.368863	0.376581	0.384492	0.377066	0.380183	0.382975	0.38123
21_28619012	21	28619012	0.48	0.333333	0.336634	0.378109	0.38523	0.345654	0.34033	0.377125	0.377162	0.374331	0.389772	0.378016	0.379883	0.382939	0.381249
21_28619682	21	28619682	0.36	0.333333	0.316832	0.318408	0.339321	0.350649	0.36082	0.385123	0.381462	0.373331	0.391472	0.378656	0.380298	0.382997	0.381331
21_28622385	21	28622385	0.32	0.372549	0.346535	0.343284	0.343313	0.366633	0.386307	0.39792	0.374863	0.373481	0.393732	0.379726	0.379913	0.383473	0.381499
21_28625644	21	28625644	0.52	0.54902	0.584158	0.472637	0.421158	0.354645	0.368316	0.375325	0.386161	0.379681	0.393112	0.382066	0.381068	0.384141	0.381788
21_28627648	21	28627648	0.44	0.352941	0.39604	0.38806	0.393214	0.393606	0.362319	0.372326	0.375762	0.382331	0.391832	0.384716	0.380808	0.384035	0.381959
21_28629797	21	28629797	0.64	0.529412	0.475248	0.457711	0.387226	0.385614	0.406797	0.382324	0.379862	0.385981	0.389752	0.386186	0.381013	0.383883	0.381954
21_28632619	21	28632619	0.36	0.411765	0.346535	0.313433	0.327345	0.357642	0.364818	0.379524	0.391461	0.39108	0.388232	0.385056	0.382738	0.383993	0.381816
21_28638696	21	28638696	0.6	0.568627	0.584158	0.532338	0.491018	0.458541	0.388306	0.396721	0.417358	0.40898	0.385412	0.386376	0.385148	0.384667	0.382051
21_28640475	21	28640475	0.44	0.372549	0.405941	0.412935	0.449102	0.433566	0.4008	0.426315	0.416758	0.40953	0.384132	0.386446	0.385048	0.384719	0.382143
21_28641571	21	28641571	0.4	0.392157	0.386139	0.393035	0.411178	0.408591	0.429785	0.433513	0.419358	0.40868	0.384412	0.386506	0.385098	0.384705	0.382298
21_28641630	21	28641630	0.44	0.333333	0.366337	0.353234	0.41517	0.411588	0.431784	0.432713	0.418258	0.40878	0.384332	0.386526	0.385128	0.384713	0.382301
21_28644530	21	28644530	0.4	0.392157	0.39604	0.41791	0.389222	0.413586	0.422789	0.442911	0.427857	0.40748	0.384572	0.385626	0.385023	0.384353	0.382474
21_28646035	21	28646035	0.24	0.313725	0.326733	0.363184	0.403194	0.412587	0.410795	0.424915	0.430057	0.40313	0.384592	0.386626	0.384738	0.384047	0.382598
21_28646467	21	28646467	0.4	0.411765	0.425743	0.422886	0.42515	0.420579	0.422289	0.416917	0.426357	0.40333	0.385492	0.386676	0.384528	0.383953	0.382595
21_28649388	21	28649388	0.36	0.372549	0.326733	0.38806	0.381238	0.3996	0.412794	0.40012	0.39786	0.39693	0.384612	0.387496	0.384598	0.383939	0.382601
21_28649564	21	28649564	0.36	0.294118	0.336634	0.383085	0.397206	0.376623	0.411294	0.39852	0.39706	0.39713	0.384872	0.387216	0.384538	0.383919	0.382618
21_28649996	21	28649996	0.24	0.352941	0.376238	0.363184	0.39521	0.421578	0.418791	0.390922	0.39736	0.39613	0.384492	0.386626	0.384543	0.383841	0.382569
21_28650110	21	28650110	0.48	0.588235	0.534653	0.492537	0.437126	0.431568	0.413793	0.390522	0.39526	0.39503	0.384512	0.386546	0.384573	0.383861	0.382565
21_28650913	21	28650913	0.32	0.352941	0.386139	0.412935	0.39521	0.385614	0.386307	0.391322	0.388461	0.388081	0.384712	0.385806	0.384978	0.384081	0.382658
21_28650914	21	28650914	0.36	0.352941	0.39604	0.40796	0.39521	0.384615	0.385807	0.391322	0.388361	0.388081	0.384712	0.385796	0.384978	0.384081	0.382659
21_28651103	21	28651103	0.36	0.313725	0.316832	0.348259	0.357285	0.356643	0.377311	0.391322	0.386861	0.387731	0.385392	0.385846	0.385123	0.384157	0.382693
21_28652452	21	28652452	0.64	0.529412	0.445545	0.447761	0.40519	0.380619	0.376312	0.384123	0.378862	0.383831	0.390192	0.385486	0.385088	0.384219	0.382814
